167.5,2,NORMAL,に
168,3,NORMAL,す
168.5,2,NORMAL,る
169,1,NORMAL,！
169.5,2,NORMAL,こ
170,0,NORMAL,ん
170.5,2,NORMAL,な
171,1,NORMAL,じ
171.5,1,NORMAL,ぶ
172,1,NORMAL,ん
172.5,1,NORMAL,に
173,0,NORMAL,、
173.5,2,NORMAL,み
174,3,NORMAL,ら
174.5,1,NORMAL,い
175,3,NORMAL,は
175.5,0,NORMAL,あ
176,2,NORMAL,る
176.5,2,NORMAL,の
177,1,NORMAL,？
177.5,1,NORMAL,こ
178,3,NORMAL,ん
178.5,0,NORMAL,な
179,3,NORMAL,せ
179.5,0,NORMAL,か
180,0,NORMAL,い
180.5,2,NORMAL,に
181,2,NORMAL,、
181.5,0,NORMAL,わ
182,3,NORMAL,た
182.5,1,NORMAL,し
183,2,NORMAL,は
183.5,3,NORMAL,い
184,0,NORMAL,る
184.5,1,NORMAL,の
185,3,NORMAL,？
185.5,3,NORMAL,い
186,1,NORMAL,ま
186.5,1,NORMAL,せ
187,1,NORMAL,つ
187.5,1,NORMAL,な
188,2,NORMAL,い
188.5,0,NORMAL,の
189,0,NORMAL,、
189.5,3,NORMAL,い
190,0,NORMAL,ま
190.5,0,NORMAL,か
191,0,NORMAL,な
191.5,2,NORMAL,し
192,2,NORMAL,い
192.5,0,NORMAL,の
193,0,NORMAL,、
193.5,3,NORMAL,じ
194,0,NORMAL,ぶ
194.5,0,NORMAL,ん
195,2,NORMAL,の
195.5,3,NORMAL,こ
196,1,NORMAL,と
196.5,0,NORMAL,も
197,2,NORMAL,、
197.5,1,NORMAL,わ
198,3,NORMAL,か
198.5,0,NORMAL,ら
199,1,NORMAL,な
199.5,3,NORMAL,い
200,0,NORMAL,ま
200.5,2,NORMAL,ま
201,0,NORMAL,。
201.5,1,NORMAL,あ
202,3,NORMAL,ゆ
202.5,1,NORMAL,む
203,0,NORMAL,こ
203.5,3,NORMAL,と
204,3,NORMAL,さ
204.5,0,NORMAL,え
205,1,NORMAL,｜
205.5,2,NORMAL,つ
206,1,NORMAL,か
206.5,1,NORMAL,れ
207,2,NORMAL,る
207.5,0,NORMAL,だ
208,0,NORMAL,け
208.5,1,NORMAL,よ
209,2,NORMAL,。
209.5,3,NORMAL,ひ
210,3,NORMAL,と
210.5,2,NORMAL,の
211,2,NORMAL,こ
211.5,2,NORMAL,と
212,1,NORMAL,な
212.5,0,NORMAL,ど
213,2,NORMAL,｜
213.5,0,NORMAL,し
214,0,NORMAL,り
214.5,3,NORMAL,も
215,1,NORMAL,し
215.5,0,NORMAL,な
216,3,NORMAL,い
216.5,1,NORMAL,わ
217,1,NORMAL,。
217.5,3,NORMAL,こ
218,3,NORMAL,ん
218.5,0,NORMAL,な
219,0,NORMAL,わ
219.5,1,NORMAL,た
220,0,NORMAL,し
220.5,0,NORMAL,も
221,1,NORMAL,｜
221.5,1,LONG_START,か
222,3,NORMAL,わ
222.5,1,NORMAL,れ
223,1,NORMAL,る
223.5,0,NORMAL,の
224,0,NORMAL,な
224.5,2,NORMAL,ら
225,0,NORMAL,｜
225.5,1,LONG_END,も
226,2,LONG_START,し
226.5,1,LONG_START,か
227,2,NORMAL,わ
227.5,2,NORMAL,れ
228,2,NORMAL,る
228.5,0,NORMAL,の
229,0,NORMAL,｜
229.5,2,LONG_END,な
230,0,NORMAL,ら
230.5,0,NORMAL,し
231,0,NORMAL,ろ
231.5,3,NORMAL,に
232,3,NORMAL,な
232.5,0,NORMAL,る
233,1,LONG_END,！！！！！
233.5,0,NORMAL,後奏 
234,0,NORMAL,
234.5,2,NORMAL,
235,2,NORMAL,
235.5,3,NORMAL,
236,2,NORMAL,
236.5,0,NORMAL,
237,0,NORMAL,
237.5,2,NORMAL,
238,0,NORMAL,
238.5,2,NORMAL,
239,0,NORMAL,
239.5,0,NORMAL,
240,2,NORMAL,
240,0,NORMAL,
240,1,NORMAL,
240.5,0,NORMAL,
240.5,2,NORMAL,
240.5,1,NORMAL,
241,1,NORMAL,
241.5,1,NORMAL,
242,3,NORMAL,
242.5,3,NORMAL,
243,3,NORMAL,
243.5,1,NORMAL,
244,0,NORMAL,
244.5,1,NORMAL,
245,1,NORMAL,
245.5,3,NORMAL,
246,1,NORMAL,
246,0,NORMAL,
246,0,NORMAL,
246.5,3,NORMAL,
246.5,0,NORMAL,
246.5,2,NORMAL,
247,3,NORMAL,
247.5,1,NORMAL,
248,0,NORMAL,
248.5,2,NORMAL,
249,1,NORMAL,
249.5,0,NORMAL,
250,0,NORMAL,
250.5,1,NORMAL,
251,3,NORMAL,
251.5,2,NORMAL,
252,2,NORMAL,
252.5,1,NORMAL,
